comment_id,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
110,1343970,PC v PR,PC,PR,PC,1,1,1,1,"Fortuin to Salt, 1 run",False,False,False,669365,Phil Salt,1,1,553249,Bjorn Fortuin,0.1,0,1,0,629074,Kusal Mendis,0,0,,,,,,,,,,,,,False,"full toss from round the wicket, 96kph and clubbed to the deep midwicket sweeper for one","<p>Phil Salt is scratching out his guard, and it looks like spin to open for Royals: Bjorn Fortuin limbering up</p><p><b>5.28pm:</b> Right then, here come the players. Royals, by chasing, will have the slight advantage in knowing exactly what score they will need in order to keep their NRR above DSG. Shall we do this?</p><p>Noor: ""@Afeef, Parnell, their regular captain and an important bowler for the side wasn't available too. That's an important factor.""</p><p><b>5.20pm:</b> So there are various permutations for tonight, with the only thing certain that Capitals will top the table. Should they win, but Royals confirm their passage in fourth spot, then these two teams will (I think) face off again tomorrow in Joburg. Wayne Parnell has now missed two matches with the niggle he picked up during Capitals win over MICT at the weekend, but de Bruyn said they were still hopeful he might be able to return for the semi</p><p>Here's friend of the SA20 and feedback regular, Afeef: ""Despite being the best team of the tournament, Pretoria's defeat in the last match was mind-boggling. Conceded a huge total and absolutely folded in response.""</p><p><b>5pm: Royals won the toss and will bowl</b>. ""We like to chase and it's normally a chasing ground,"" says David Miller. ""Firstly we want to win, so that's our priority. Nothing changes for us."" Three changes for Royals, Paul Stirling, Eoin Morgan and Codi Yusuf coming in. Theunis de Bruyn, Capitals' stand-in captain, is happy enough batting first. ""We know that we're going to be playing at the Wanderers tomorrow [in the first semi-final], so chance to put a big score on the board and try to defend it. Now's the business part of the competition, we've played good cricket and excited for the next few days."" Adil Rashid and Anrich Nortje return for Capitals, after their thrashing at the hands of DSG two nights ago</p><p><b>Pretoria Capitals:</b> 1 Phil Salt, 2 Kusal Mendis, 3 Theunis de Bruyn, 4 Rilee Rossouw, 5 Colin Ingram, 6 James Neesham, 7 Senuran Muthusamy, 8 Migael Pretorius, 9 Eathan Bosch, 10 Adil Rashid, 11 Anrich Nortje</p><p><b>Paarl Rocks:</b> 1 Paul Stirling, 2 Jason Roy, 3 Jos Buttler, 4 Mitchell van Buuren, 5 David Miller, 6 Eoin Morgan, 7 Evan Jones, 8 Andile Phelukwayo 9 Bjorn Fortuin, 10 Codi Yusuf, 11 Lungi Ngidi</p><p><b>4.45pm:</b> Hello and welcome. It's crunch time in the SA20 group stage, with Pretoria Capitals hosting Paarl <del>Rocks</del> Royals for a do-or-die final contest. Well, sort of. Perhaps do-or-not-die-too-badly would be more accurate... Royals are currently sitting fourth on the table, in the final semi-final spot, and will stay there unless they lose too heavily to leaders Capitals - by 62 runs or with eight overs to spare, to be precise. A defeat of that magnitude would allow Durban's Super Giants, also currently on 19 points, to sneak ahead. And just in case you're thinking that's pretty unlikely, the last two results in the comp have been victories by 76 runs and a whopping 151 runs (<a href=https://www.espncricinfo.com/series/sa20-2022-23-1335268/pretoria-capitals-vs-durban-s-super-giants-28th-match-1343968/full-scorecard>DSG keeping their hopes alive by hammering Capitals</a>). So there's no complacency here, thankyouverymuch. Toss and teams coming up shortly</p>","<p>""It's hot and noisy at the game.... "" reports Frans</p>"
120,1343970,PC v PR,PC,PR,PC,1,1,2,1,"Fortuin to Mendis, 1 run",False,False,False,629074,Kusal Mendis,1,1,553249,Bjorn Fortuin,0.2,0,2,0,669365,Phil Salt,1,1,,,,,,,,,,,,,False,"darted in straight, Mendis wrists one back through mid-on",,
130,1343970,PC v PR,PC,PR,PC,1,1,3,4,"Fortuin to Salt, 4 byes",False,False,False,669365,Phil Salt,1,2,553249,Bjorn Fortuin,0.3,0,2,0,629074,Kusal Mendis,1,1,,,,,,,,,,,,,False,"<b>beats everything!</b> Skiddy length and it zips past the inside edge as Salt aims a drive down the ground, Buttler can't get across outside leg and it flies for byes",,
140,1343970,PC v PR,PC,PR,PC,1,1,4,1,"Fortuin to Salt, 1 run",False,False,False,669365,Phil Salt,2,3,553249,Bjorn Fortuin,0.4,0,3,0,629074,Kusal Mendis,1,1,,,,,,,,,,,,,False,"tapped into the leg side, Miller fires down the stumps at the striker's end! But Mendis was safe",,
150,1343970,PC v PR,PC,PR,PC,1,1,5,4,"Fortuin to Mendis, FOUR",True,False,False,629074,Kusal Mendis,5,2,553249,Bjorn Fortuin,0.5,0,7,0,669365,Phil Salt,2,3,,,,,,,,,,,,,False,"<b>clouted through long-off!</b> Tossed up and he gets half a stride, belts it with some face down the ground",,
160,1343970,PC v PR,PC,PR,PC,1,1,6,4,"Fortuin to Mendis, FOUR",True,False,False,629074,Kusal Mendis,9,3,553249,Bjorn Fortuin,1.0,0,11,0,669365,Phil Salt,2,3,,,,,,,,,,,,,False,"<b>full on the stumps, and swept for four more!</b> Mendis stays low this time and just paddles firmly away through backward square leg",,<p>Good opening gambit for Capitals</p>
11010,1343970,PC v PR,PC,PR,PC,1,2,1,6,"Codi Yusuf to Salt, SIX",True,False,False,669365,Phil Salt,8,4,949461,Codi Yusuf,0.1,0,6,0,629074,Kusal Mendis,9,3,553249.0,Bjorn Fortuin,1.0,0.0,11.0,0.0,,,,,,,False,<b>banged in and creamed over deep square leg!</b> There's a man out there but Salt clears him comfortably on the pull,<p>It'll be Codi Yusuf from the other end</p>,"<p>""Just curious (as a JSK fan), how many runs / overs do the Royals need to win by so that JSK will top the table?"" I think, Aditya, a swing of 0.8 is too much for it to be a realistic possibility - maybe 120-plus runs, or winning inside 8 overs?</p>"
11020,1343970,PC v PR,PC,PR,PC,1,2,2,1,"Codi Yusuf to Salt, 1 run",False,False,False,669365,Phil Salt,9,5,949461,Codi Yusuf,0.2,0,7,0,629074,Kusal Mendis,9,3,553249.0,Bjorn Fortuin,1.0,0.0,11.0,0.0,,,,,,,False,back of a length on the pads and flicked through backward square,,
11030,1343970,PC v PR,PC,PR,PC,1,2,3,1,"Codi Yusuf to Mendis, 1 run",False,False,False,629074,Kusal Mendis,10,4,949461,Codi Yusuf,0.3,0,8,0,669365,Phil Salt,9,5,553249.0,Bjorn Fortuin,1.0,0.0,11.0,0.0,,,,,,,False,"into the pitch, 135kph and Mendis miscues a flick straight up... <b>but it falls safely into space!</b> Short fine leg and deep square were in the game, but neither could get to the chance",,
11040,1343970,PC v PR,PC,PR,PC,1,2,4,4,"Codi Yusuf to Salt, FOUR",True,False,False,669365,Phil Salt,13,6,949461,Codi Yusuf,0.4,0,12,0,629074,Kusal Mendis,10,4,553249.0,Bjorn Fortuin,1.0,0.0,11.0,0.0,,,,,,,False,"<b>length on the pads, swished away!</b> Up and over the man at short fine leg for another boundary",,
11050,1343970,PC v PR,PC,PR,PC,1,2,5,1,"Codi Yusuf to Salt, 1 run",False,False,False,669365,Phil Salt,14,7,949461,Codi Yusuf,0.5,0,13,0,629074,Kusal Mendis,10,4,553249.0,Bjorn Fortuin,1.0,0.0,11.0,0.0,,,,,,,False,"banged into the deck, 137kph and shovelled through square leg",,
11060,1343970,PC v PR,PC,PR,PC,1,2,6,0,"Codi Yusuf to Mendis, no run",False,False,False,629074,Kusal Mendis,10,5,949461,Codi Yusuf,1.0,0,13,0,669365,Phil Salt,14,7,553249.0,Bjorn Fortuin,1.0,0.0,11.0,0.0,,,,,,,False,"fired in on the stumps, nudged to the on side",,
12010,1343970,PC v PR,PC,PR,PC,1,3,1,0,"Ngidi to Salt, no run",False,False,False,669365,Phil Salt,14,8,542023,Lungi Ngidi,0.1,0,0,0,629074,Kusal Mendis,10,5,949461.0,Codi Yusuf,1.0,0.0,13.0,0.0,,,,,,,False,"good length on off, plinked back to the bowler",<p>Lungi Ngidi is on after a single over for Fortuin</p>,
12020,1343970,PC v PR,PC,PR,PC,1,3,2,1,"Ngidi to Salt, 1 run",False,False,False,669365,Phil Salt,15,9,542023,Lungi Ngidi,0.2,0,1,0,629074,Kusal Mendis,10,5,949461.0,Codi Yusuf,1.0,0.0,13.0,0.0,,,,,,,False,"slightly back of a length, 139kph and Salt gets a scrap of bat on it working leg side",,
12030,1343970,PC v PR,PC,PR,PC,1,3,3,1,"Ngidi to Mendis, 1 run",False,False,False,629074,Kusal Mendis,11,6,542023,Lungi Ngidi,0.3,0,2,0,669365,Phil Salt,15,9,949461.0,Codi Yusuf,1.0,0.0,13.0,0.0,,,,,,,False,"pitched up and driven to mid-off, could be a tight single... but Miller opts to throw at the striker's end, with Mendis struggling!",,
12040,1343970,PC v PR,PC,PR,PC,1,3,4,6,"Ngidi to Salt, SIX",True,False,False,669365,Phil Salt,21,10,542023,Lungi Ngidi,0.4,0,8,0,629074,Kusal Mendis,11,6,949461.0,Codi Yusuf,1.0,0.0,13.0,0.0,,,,,,,False,"<b>short and hoicked over fine leg!</b> The bouncer gets up but he just goes with it, leaning back and fetching six several rows back into the crowd",,
12050,1343970,PC v PR,PC,PR,PC,1,3,5,4,"Ngidi to Salt, FOUR",True,False,False,669365,Phil Salt,25,11,542023,Lungi Ngidi,0.5,0,12,0,629074,Kusal Mendis,11,6,949461.0,Codi Yusuf,1.0,0.0,13.0,0.0,,,,,,,False,"<b>slashed!</b> Back of a length outside off, 141kph, Salt makes room and carves through backward point",,
12070,1343970,PC v PR,PC,PR,PC,1,3,6,1,"Ngidi to Salt, 1 run",False,False,False,669365,Phil Salt,26,12,542023,Lungi Ngidi,1.0,0,14,0,629074,Kusal Mendis,11,6,949461.0,Codi Yusuf,1.0,0.0,13.0,0.0,,,,,,,False,"pace off again, worked towards midwicket","<p>Derrick: ""Ja no for sure, Capitals losing by 120-plus runs isn't remotely possible."" Well, yes, point taken, Derrick. But not now they're batting first</p>",
12060,1343970,PC v PR,PC,PR,PC,1,3,6,1,"Ngidi to Salt, 1 wide",False,True,False,669365,Phil Salt,25,11,542023,Lungi Ngidi,0.5,0,13,0,629074,Kusal Mendis,11,6,949461.0,Codi Yusuf,1.0,0.0,13.0,0.0,,,,,,,False,"slower ball, sliding down the leg side",,
13010,1343970,PC v PR,PC,PR,PC,1,4,1,4,"Jones to Salt, FOUR",True,False,False,669365,Phil Salt,30,13,605681,Evan Jones,0.1,0,4,0,629074,Kusal Mendis,11,6,542023.0,Lungi Ngidi,1.0,0.0,14.0,0.0,,,,,,,False,<b>pitched up and larruped!</b> Nice and easy slot ball in the channel and Salt thumps it through cover,"<p>Evan Jones is on for Yusuf</p><p>""Why is Will Jacks dropped?"" No dropped, Sumit. He's currently in NZ with England's Test squad</p>",
13020,1343970,PC v PR,PC,PR,PC,1,4,2,6,"Jones to Salt, SIX",True,False,False,669365,Phil Salt,36,14,605681,Evan Jones,0.2,0,10,0,629074,Kusal Mendis,11,6,542023.0,Lungi Ngidi,1.0,0.0,14.0,0.0,,,,,,,False,"<b>collared over deep square leg!</b> Short into the hip and Salt guns the motor, puts the pedal down, whips six more",,
13030,1343970,PC v PR,PC,PR,PC,1,4,3,1,"Jones to Salt, 1 run",False,False,False,669365,Phil Salt,37,15,605681,Evan Jones,0.3,0,11,0,629074,Kusal Mendis,11,6,542023.0,Lungi Ngidi,1.0,0.0,14.0,0.0,,,,,,,False,"back of a length, maybe a slower ball and dinked into the off side",,
13050,1343970,PC v PR,PC,PR,PC,1,4,4,2,"Jones to Mendis, 2 runs",False,False,False,629074,Kusal Mendis,13,7,605681,Evan Jones,0.4,0,14,0,669365,Phil Salt,37,15,542023.0,Lungi Ngidi,1.0,0.0,14.0,0.0,,,,,,,False,"dug in, Mendis swings a pull over midwicket, and it lands beyond the reach of three fielders tracking around for the catch",,
13040,1343970,PC v PR,PC,PR,PC,1,4,4,1,"Jones to Mendis, 1 wide",False,True,False,629074,Kusal Mendis,11,6,605681,Evan Jones,0.3,0,12,0,669365,Phil Salt,37,15,542023.0,Lungi Ngidi,1.0,0.0,14.0,0.0,,,,,,,False,"banged in, 142kph wide of the stumps... too wide for umpire Jele",,
13060,1343970,PC v PR,PC,PR,PC,1,4,5,4,"Jones to Mendis, FOUR",True,False,False,629074,Kusal Mendis,17,8,605681,Evan Jones,0.5,0,18,0,669365,Phil Salt,37,15,542023.0,Lungi Ngidi,1.0,0.0,14.0,0.0,,,,,,,False,<b>short and shovelled through midwicket!</b> Mendis drops back and clubs the cross-seamer to the fence,,
13070,1343970,PC v PR,PC,PR,PC,1,4,6,6,"Jones to Mendis, SIX",True,False,False,629074,Kusal Mendis,23,9,605681,Evan Jones,1.0,0,24,0,669365,Phil Salt,37,15,542023.0,Lungi Ngidi,1.0,0.0,14.0,0.0,,,,,,,False,<b>slower ball... swung all the way!</b> Bowled into the pitch and it sits up nicely for Mendis to blap another pulverising blow into the stands!,,
14010,1343970,PC v PR,PC,PR,PC,1,5,1,0,"Fortuin to Salt, no run",False,False,False,669365,Phil Salt,37,16,553249,Bjorn Fortuin,1.1,0,11,0,629074,Kusal Mendis,23,9,605681.0,Evan Jones,1.0,0.0,24.0,0.0,,,,,,,False,"pushed through outside off, cut into the covers","<p>Fortuin on</p><p>Here's Gareth, with some good intel: ""Faf mentioned at the toss yesterday that tournament rules comes to BP before NRR so no impact for JSK/PC placings on this game""</p>",
14020,1343970,PC v PR,PC,PR,PC,1,5,2,0,"Fortuin to Salt, no run",False,False,False,669365,Phil Salt,37,17,553249,Bjorn Fortuin,1.2,0,11,0,629074,Kusal Mendis,23,9,605681.0,Evan Jones,1.0,0.0,24.0,0.0,,,,,,,False,"fired down, 99kph and no room to free the arms. Salt punches off the back foot",,
14030,1343970,PC v PR,PC,PR,PC,1,5,3,1,"Fortuin to Salt, 1 run",False,False,False,669365,Phil Salt,38,18,553249,Bjorn Fortuin,1.3,0,12,0,629074,Kusal Mendis,23,9,605681.0,Evan Jones,1.0,0.0,24.0,0.0,,,,,,,False,angling in on the pads and flicked leg side,,
14040,1343970,PC v PR,PC,PR,PC,1,5,4,0,"Fortuin to Mendis, no run",False,False,False,629074,Kusal Mendis,23,10,553249,Bjorn Fortuin,1.4,0,12,0,669365,Phil Salt,38,18,605681.0,Evan Jones,1.0,0.0,24.0,0.0,,,,,,,False,"tight lines from Fortuin, defended on leg stump",,
14050,1343970,PC v PR,PC,PR,PC,1,5,5,1,"Fortuin to Mendis, 1 run",False,False,False,629074,Kusal Mendis,24,11,553249,Bjorn Fortuin,1.5,0,13,0,669365,Phil Salt,38,18,605681.0,Evan Jones,1.0,0.0,24.0,0.0,,,,,,,False,"skiddy length, 99kph and Mendis sits deep, pats a horizontal bat shot around the corner",,
14060,1343970,PC v PR,PC,PR,PC,1,5,6,1,"Fortuin to Salt, 1 run",False,False,False,669365,Phil Salt,39,19,553249,Bjorn Fortuin,2.0,0,14,0,629074,Kusal Mendis,24,11,605681.0,Evan Jones,1.0,0.0,24.0,0.0,,,,,,,False,"tossed up and lashed through extra cover, just a single as long-off runs around",,"<p>""Can't believe that Salt doesn't have a T20 century yet..."" Maybe today is the day, Dezz</p>"
15010,1343970,PC v PR,PC,PR,PC,1,6,1,0,"Ngidi to Salt, no run",False,False,False,669365,Phil Salt,39,20,542023,Lungi Ngidi,1.1,0,14,0,629074,Kusal Mendis,24,11,553249.0,Bjorn Fortuin,2.0,0.0,14.0,0.0,,,,,,,False,"full and wide of off, slower ball and it dips under Salt's attempted slog-sweep",<p>Ngidi again</p>,
15020,1343970,PC v PR,PC,PR,PC,1,6,2,0,"Ngidi to Salt, OUT",False,False,False,669365,Phil Salt,39,21,542023,Lungi Ngidi,1.2,0,14,1,629074,Kusal Mendis,24,11,553249.0,Bjorn Fortuin,2.0,0.0,14.0,0.0,669365.0,Phil Salt,Lungi Ngidi,39.0,21.0,PD Salt c &dagger;Buttler b Ngidi 39 (24m 21b 3x4 3x6) SR: 185.71,False,"<b>gottim, nicked to the keeper!</b> Pace off does the trick for Ngidi and Royals have the breakthrough. Salt wont' be getting that hundred today, then... big heave across the line but completely mistimed and a thick edge loops through to Buttler",,<p>In walks Theunis de Bruyn at No.3</p>
15030,1343970,PC v PR,PC,PR,PC,1,6,3,0,"Ngidi to de Bruyn, no run",False,False,False,486672,Theunis de Bruyn,0,1,542023,Lungi Ngidi,1.3,0,14,1,629074,Kusal Mendis,24,11,553249.0,Bjorn Fortuin,2.0,0.0,14.0,0.0,,,,,,,False,"back of a length, defended on middle and leg",,
15040,1343970,PC v PR,PC,PR,PC,1,6,4,1,"Ngidi to de Bruyn, 1 run",False,False,False,486672,Theunis de Bruyn,1,2,542023,Lungi Ngidi,1.4,0,15,1,629074,Kusal Mendis,24,11,553249.0,Bjorn Fortuin,2.0,0.0,14.0,0.0,,,,,,,False,"short and clubbed, no timing on this and it bounces out towards deep midwicket",,
15050,1343970,PC v PR,PC,PR,PC,1,6,5,0,"Ngidi to Mendis, no run",False,False,False,629074,Kusal Mendis,24,12,542023,Lungi Ngidi,1.5,0,15,1,486672,Theunis de Bruyn,1,2,553249.0,Bjorn Fortuin,2.0,0.0,14.0,0.0,,,,,,,False,"141kph, pitched up wide of the stumps. steered to point",,
15060,1343970,PC v PR,PC,PR,PC,1,6,6,1,"Ngidi to Mendis, 1 run",False,False,False,629074,Kusal Mendis,25,13,542023,Lungi Ngidi,2.0,0,16,1,486672,Theunis de Bruyn,1,2,553249.0,Bjorn Fortuin,2.0,0.0,14.0,0.0,,,,,,,False,"back of a length and dabbed to short third. Excellent over from Ngidi, just reining things back for Royals",,
16010,1343970,PC v PR,PC,PR,PC,1,7,1,1,"Fortuin to Mendis, 1 run",False,False,False,629074,Kusal Mendis,26,14,553249,Bjorn Fortuin,2.1,0,15,0,486672,Theunis de Bruyn,1,2,542023.0,Lungi Ngidi,2.0,0.0,16.0,1.0,,,,,,,False,"lobbed up on off, pushed into the covers",,
16020,1343970,PC v PR,PC,PR,PC,1,7,2,0,"Fortuin to de Bruyn, no run",False,False,False,486672,Theunis de Bruyn,1,3,553249,Bjorn Fortuin,2.2,0,15,0,629074,Kusal Mendis,26,14,542023.0,Lungi Ngidi,2.0,0.0,16.0,1.0,,,,,,,False,"slower pace, stops in the pitch and he prods towards short midwicket",,
16030,1343970,PC v PR,PC,PR,PC,1,7,3,0,"Fortuin to de Bruyn, no run",False,False,False,486672,Theunis de Bruyn,1,4,553249,Bjorn Fortuin,2.3,0,15,0,629074,Kusal Mendis,26,14,542023.0,Lungi Ngidi,2.0,0.0,16.0,1.0,,,,,,,False,"fired in quicker on the stumps, tapped to leg and Fortuin scuttles after it",,
16040,1343970,PC v PR,PC,PR,PC,1,7,4,1,"Fortuin to de Bruyn, 1 run",False,False,False,486672,Theunis de Bruyn,2,5,553249,Bjorn Fortuin,2.4,0,16,0,629074,Kusal Mendis,26,14,542023.0,Lungi Ngidi,2.0,0.0,16.0,1.0,,,,,,,False,gets forward and drives through mid-on,,
16050,1343970,PC v PR,PC,PR,PC,1,7,5,4,"Fortuin to Mendis, FOUR",True,False,False,629074,Kusal Mendis,30,15,553249,Bjorn Fortuin,2.5,0,20,0,486672,Theunis de Bruyn,2,5,542023.0,Lungi Ngidi,2.0,0.0,16.0,1.0,,,,,,,False,<b>full and swept!</b> Big stretch forward and carted away beyond the range of deep backward square leg,,
16060,1343970,PC v PR,PC,PR,PC,1,7,6,1,"Fortuin to Mendis, 1 run",False,False,False,629074,Kusal Mendis,31,16,553249,Bjorn Fortuin,3.0,0,21,0,486672,Theunis de Bruyn,2,5,542023.0,Lungi Ngidi,2.0,0.0,16.0,1.0,,,,,,,False,"flat outside off, cut into the pitch towards backward point",,"<p>""Salt c commentator b Dezz,"" chuckles Akshit</p>"
17020,1343970,PC v PR,PC,PR,PC,1,8,1,0,"Phehlukwayo to Mendis, no run",False,False,False,629074,Kusal Mendis,31,17,540316,Andile Phehlukwayo,0.1,0,1,0,486672,Theunis de Bruyn,2,5,553249.0,Bjorn Fortuin,3.0,0.0,21.0,0.0,,,,,,,False,"back of a length, 128kph in the channel and Mendis slices a cut to Morgan at backward point",,
17010,1343970,PC v PR,PC,PR,PC,1,8,1,1,"Phehlukwayo to Mendis, 1 wide",False,True,False,629074,Kusal Mendis,31,16,540316,Andile Phehlukwayo,0.0,0,1,0,486672,Theunis de Bruyn,2,5,553249.0,Bjorn Fortuin,3.0,0.0,21.0,0.0,,,,,,,False,"slower ball, lobbed out wide of the tramlines on the off side","<p>Andile Phehlukwayo on to bowl</p><p>""What's the current best powerplay score this tournament? For some reason I think it's 83/0."" I have asked the stats boffins, Will, but they are yet come back to me</p>",
17030,1343970,PC v PR,PC,PR,PC,1,8,2,1,"Phehlukwayo to Mendis, 1 run",False,False,False,629074,Kusal Mendis,32,18,540316,Andile Phehlukwayo,0.2,0,2,0,486672,Theunis de Bruyn,2,5,553249.0,Bjorn Fortuin,3.0,0.0,21.0,0.0,,,,,,,False,"short ball, swatted away through midwicket",,
17040,1343970,PC v PR,PC,PR,PC,1,8,3,2,"Phehlukwayo to de Bruyn, 2 runs",False,False,False,486672,Theunis de Bruyn,4,6,540316,Andile Phehlukwayo,0.3,0,4,0,629074,Kusal Mendis,32,18,553249.0,Bjorn Fortuin,3.0,0.0,21.0,0.0,,,,,,,False,back of a length in the channel and de Bruyn crunches a back-foot drive through point for two,,
17050,1343970,PC v PR,PC,PR,PC,1,8,4,1,"Phehlukwayo to de Bruyn, 1 run",False,False,False,486672,Theunis de Bruyn,5,7,540316,Andile Phehlukwayo,0.4,0,5,0,629074,Kusal Mendis,32,18,553249.0,Bjorn Fortuin,3.0,0.0,21.0,0.0,,,,,,,False,"pitched up, 127kph wide of off, de Bruyn drives uppishly through the covers",,
17060,1343970,PC v PR,PC,PR,PC,1,8,5,1,"Phehlukwayo to Mendis, 1 run",False,False,False,629074,Kusal Mendis,33,19,540316,Andile Phehlukwayo,0.5,0,6,0,486672,Theunis de Bruyn,5,7,553249.0,Bjorn Fortuin,3.0,0.0,21.0,0.0,,,,,,,False,"change-up from Lucky, out the side of the hand. Mendis goes back and cuts for one",,
17070,1343970,PC v PR,PC,PR,PC,1,8,6,1,"Phehlukwayo to de Bruyn, 1 run",False,False,False,486672,Theunis de Bruyn,6,8,540316,Andile Phehlukwayo,1.0,0,7,0,629074,Kusal Mendis,33,19,553249.0,Bjorn Fortuin,3.0,0.0,21.0,0.0,,,,,,,False,pace off and chopped through the covers coming forwards,,
18010,1343970,PC v PR,PC,PR,PC,1,9,1,2,"Codi Yusuf to de Bruyn, 2 runs",False,False,False,486672,Theunis de Bruyn,8,9,949461,Codi Yusuf,1.1,0,15,0,629074,Kusal Mendis,33,19,540316.0,Andile Phehlukwayo,1.0,0.0,7.0,0.0,,,,,,,False,"pitched up and whipped away from outside leg stump, well stopped by the sliding Fortuin at deep backward square","<p>Yusuf returns now</p><p>My colleagues Sampath pops up with this stat on today's powerplay: ""Third-highest behind Capitals' 84-0 vs MICT and Super Giants' 76-0 vs Capitals.""</p>",
18020,1343970,PC v PR,PC,PR,PC,1,9,2,2,"Codi Yusuf to de Bruyn, 2 runs",False,False,False,486672,Theunis de Bruyn,10,10,949461,Codi Yusuf,1.2,0,17,0,629074,Kusal Mendis,33,19,540316.0,Andile Phehlukwayo,1.0,0.0,7.0,0.0,,,,,,,False,"length ball angling in and glanced fine, this goes to the left of Ngidi and they pinch two more",,
18030,1343970,PC v PR,PC,PR,PC,1,9,3,1,"Codi Yusuf to de Bruyn, 1 run",False,False,False,486672,Theunis de Bruyn,11,11,949461,Codi Yusuf,1.3,0,18,0,629074,Kusal Mendis,33,19,540316.0,Andile Phehlukwayo,1.0,0.0,7.0,0.0,,,,,,,False,"banged in, TdB hooks for one on the bounce to deep backward square leg",,
18040,1343970,PC v PR,PC,PR,PC,1,9,4,1,"Codi Yusuf to Mendis, 1 run",False,False,False,629074,Kusal Mendis,34,20,949461,Codi Yusuf,1.4,0,19,0,486672,Theunis de Bruyn,11,11,540316.0,Andile Phehlukwayo,1.0,0.0,7.0,0.0,,,,,,,False,"length ball, 137kph and driven through cover point",,
18050,1343970,PC v PR,PC,PR,PC,1,9,5,0,"Codi Yusuf to de Bruyn, no run",False,False,False,486672,Theunis de Bruyn,11,12,949461,Codi Yusuf,1.5,0,19,0,629074,Kusal Mendis,34,20,540316.0,Andile Phehlukwayo,1.0,0.0,7.0,0.0,,,,,,,False,"well bowled, slower ball in the channel and he gets some extra bounce, beats de Bruyn's swipe as he starts to come down",,
18070,1343970,PC v PR,PC,PR,PC,1,9,6,1,"Codi Yusuf to de Bruyn, 1 run",False,False,False,486672,Theunis de Bruyn,12,13,949461,Codi Yusuf,2.0,0,21,0,629074,Kusal Mendis,34,20,540316.0,Andile Phehlukwayo,1.0,0.0,7.0,0.0,,,,,,,False,"length on the stumps, 138kph and driven down to long-on",,<p>Strategy break time. Talk among yourselves while Miller takes the hot seat...</p>
18060,1343970,PC v PR,PC,PR,PC,1,9,6,1,"Codi Yusuf to de Bruyn, 1 wide",False,True,False,486672,Theunis de Bruyn,11,12,949461,Codi Yusuf,1.5,0,20,0,629074,Kusal Mendis,34,20,540316.0,Andile Phehlukwayo,1.0,0.0,7.0,0.0,,,,,,,False,"length ball, scrambled seam but sliding down the leg side",,
19010,1343970,PC v PR,PC,PR,PC,1,10,1,0,"Phehlukwayo to de Bruyn, OUT",False,False,False,486672,Theunis de Bruyn,12,14,540316,Andile Phehlukwayo,1.1,0,7,1,629074,Kusal Mendis,34,20,949461.0,Codi Yusuf,2.0,0.0,21.0,0.0,486672.0,Theunis de Bruyn,Andile Phehlukwayo,12.0,14.0,TB de Bruyn c Morgan b Phehlukwayo 12 (20m 14b 0x4 0x6) SR: 85.71,False,"<B>flying grab in the gully!</B> A short wide ball, an open-faced hack, and old man Eoin sees it straight off the face of the bat, flings himself full-stretch to his right, and plucks a blinder! Well now!",<p>Hello there...</p>,
19020,1343970,PC v PR,PC,PR,PC,1,10,2,0,"Phehlukwayo to Rossouw, no run",False,False,False,318845,Rilee Rossouw,0,1,540316,Andile Phehlukwayo,1.2,0,7,1,629074,Kusal Mendis,34,20,949461.0,Codi Yusuf,2.0,0.0,21.0,0.0,,,,,,,False,"round the wicket, leaning onto the front foot and eased into the covers",,
19030,1343970,PC v PR,PC,PR,PC,1,10,3,1,"Phehlukwayo to Rossouw, 1 run",False,False,False,318845,Rilee Rossouw,1,2,540316,Andile Phehlukwayo,1.3,0,8,1,629074,Kusal Mendis,34,20,949461.0,Codi Yusuf,2.0,0.0,21.0,0.0,,,,,,,False,"back of a length outside off, from round the wicket, hauled to backward square",,
19050,1343970,PC v PR,PC,PR,PC,1,10,4,1,"Phehlukwayo to Mendis, 1 run",False,False,False,629074,Kusal Mendis,35,21,540316,Andile Phehlukwayo,1.4,0,10,1,318845,Rilee Rossouw,1,2,949461.0,Codi Yusuf,2.0,0.0,21.0,0.0,,,,,,,False,"driven off the front foot, out to the cover sweeper",,
19040,1343970,PC v PR,PC,PR,PC,1,10,4,1,"Phehlukwayo to Mendis, 1 wide",False,True,False,629074,Kusal Mendis,34,20,540316,Andile Phehlukwayo,1.3,0,9,1,318845,Rilee Rossouw,1,2,949461.0,Codi Yusuf,2.0,0.0,21.0,0.0,,,,,,,False,"slower ball, down the leg side, misses out on a slap through backward square",,
