season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain
2023,1343950,PR v DSG,PR,DSG,DSG,"Boland Park, Paarl",Paarl,South Africa,1,KA Maharaj,Keshav Maharaj,3.0,0,27,1,9.0,6,2,1,0,0,False
2023,1343950,PR v DSG,PR,DSG,DSG,"Boland Park, Paarl",Paarl,South Africa,1,P Subrayen,Prenelan Subrayen,4.0,0,24,1,6.0,8,1,0,0,0,False
2023,1343950,PR v DSG,PR,DSG,PR,"Boland Park, Paarl",Paarl,South Africa,2,BC Fortuin,Bjorn Fortuin,4.0,0,14,3,3.5,15,1,0,0,0,False
2023,1343950,PR v DSG,PR,DSG,PR,"Boland Park, Paarl",Paarl,South Africa,2,WJ Lubbe,Wihan Lubbe,1.0,0,13,0,13.0,1,1,1,0,0,False
2023,1343950,PR v DSG,PR,DSG,PR,"Boland Park, Paarl",Paarl,South Africa,2,L Ngidi,Lungi Ngidi,4.0,0,33,0,8.25,8,2,1,3,0,False
2023,1343950,PR v DSG,PR,DSG,PR,"Boland Park, Paarl",Paarl,South Africa,2,T Shamsi,Tabraiz Shamsi,4.0,0,40,1,10.0,5,3,2,0,0,False
2023,1343950,PR v DSG,PR,DSG,PR,"Boland Park, Paarl",Paarl,South Africa,2,FD Adams,Ferisco Adams,3.0,0,25,0,8.33,5,3,0,0,0,False
2023,1343950,PR v DSG,PR,DSG,PR,"Boland Park, Paarl",Paarl,South Africa,2,E Jones,Evan Jones,4.0,0,32,4,8.0,7,1,1,5,0,False
2023,1343949,SEC v MICT,MICT,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,M Jansen,Marco Jansen,4.0,0,25,1,6.25,12,2,1,1,0,False
2023,1343949,SEC v MICT,MICT,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,SSB Magala,Sisanda Magala,4.0,0,22,2,5.5,13,3,0,0,0,False
2023,1343949,SEC v MICT,MICT,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,OEG Baartman,Ottniel Baartman,4.0,0,45,3,11.25,9,4,3,1,0,False
2023,1343949,SEC v MICT,MICT,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,JK Fuller,James Fuller,3.0,0,34,0,11.33,10,2,3,1,0,False
2023,1343949,SEC v MICT,MICT,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,RE van der Merwe,Roelof van der Merwe,3.0,0,20,0,6.66,5,2,0,0,0,False
2023,1343949,SEC v MICT,MICT,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,AK Markram,Aiden Markram,2.0,0,8,2,4.0,4,0,0,0,0,True
2023,1343949,SEC v MICT,MICT,SEC,MICT,"St George's Park, Gqeberha",Gqeberha,South Africa,2,SM Curran,Sam Curran,4.0,0,37,2,9.25,10,7,0,1,0,False
2023,1343949,SEC v MICT,MICT,SEC,MICT,"St George's Park, Gqeberha",Gqeberha,South Africa,2,K Rabada,Kagiso Rabada,4.0,1,26,0,6.5,10,1,1,1,0,False
2023,1343949,SEC v MICT,MICT,SEC,MICT,"St George's Park, Gqeberha",Gqeberha,South Africa,2,OP Stone,Olly Stone,2.0,0,31,0,15.5,1,3,2,0,0,False
2023,1343949,SEC v MICT,MICT,SEC,MICT,"St George's Park, Gqeberha",Gqeberha,South Africa,2,Rashid Khan,Rashid Khan,4.0,0,23,1,5.75,11,1,0,1,0,True
2023,1343949,SEC v MICT,MICT,SEC,MICT,"St George's Park, Gqeberha",Gqeberha,South Africa,2,GF Linde,George Linde,3.0,0,21,0,7.0,5,2,0,0,0,False
2023,1343949,SEC v MICT,MICT,SEC,MICT,"St George's Park, Gqeberha",Gqeberha,South Africa,2,OF Smith,Odean Smith,2.3,0,23,3,9.2,5,2,1,0,0,False
2023,1343948,DSG v PR,DSG,PR,PR,"Kingsmead, Durban",Durban,South Africa,1,I Manack,Imran Manack,2.0,0,20,0,10.0,6,3,0,1,0,False
2023,1343948,DSG v PR,DSG,PR,PR,"Kingsmead, Durban",Durban,South Africa,1,L Ngidi,Lungi Ngidi,4.0,0,33,2,8.25,10,3,1,1,0,False
2023,1343948,DSG v PR,DSG,PR,PR,"Kingsmead, Durban",Durban,South Africa,1,WJ Lubbe,Wihan Lubbe,2.0,0,18,0,9.0,4,0,2,0,0,False
2023,1343948,DSG v PR,DSG,PR,PR,"Kingsmead, Durban",Durban,South Africa,1,FD Adams,Ferisco Adams,4.0,0,63,0,15.75,3,3,6,1,0,False
2023,1343948,DSG v PR,DSG,PR,PR,"Kingsmead, Durban",Durban,South Africa,1,E Jones,Evan Jones,4.0,0,33,2,8.25,9,3,1,3,0,False
2023,1343948,DSG v PR,DSG,PR,PR,"Kingsmead, Durban",Durban,South Africa,1,BC Fortuin,Bjorn Fortuin,4.0,0,46,0,11.5,5,4,3,0,0,False
2023,1343948,DSG v PR,DSG,PR,DSG,"Kingsmead, Durban",Durban,South Africa,2,KR Mayers,Kyle Mayers,1.0,0,3,0,3.0,3,0,0,0,0,False
2023,1343948,DSG v PR,DSG,PR,DSG,"Kingsmead, Durban",Durban,South Africa,2,KA Maharaj,Keshav Maharaj,1.0,0,12,0,12.0,3,1,1,0,0,False
2023,1343948,DSG v PR,DSG,PR,DSG,"Kingsmead, Durban",Durban,South Africa,2,RJW Topley,Reece Topley,4.0,0,34,3,8.5,8,6,0,0,0,False
2023,1343948,DSG v PR,DSG,PR,DSG,"Kingsmead, Durban",Durban,South Africa,2,JO Holder,Jason Holder,4.0,0,49,0,12.25,7,6,2,1,1,False
2023,1343948,DSG v PR,DSG,PR,DSG,"Kingsmead, Durban",Durban,South Africa,2,D Pretorius,Dwaine Pretorius,4.0,0,34,2,8.5,7,0,2,5,0,False
2023,1343948,DSG v PR,DSG,PR,DSG,"Kingsmead, Durban",Durban,South Africa,2,P Subrayen,Prenelan Subrayen,2.0,0,10,1,5.0,3,0,0,0,0,False
2023,1343948,DSG v PR,DSG,PR,DSG,"Kingsmead, Durban",Durban,South Africa,2,PWA Mulder,Wiaan Mulder,4.0,0,41,1,10.25,5,0,3,1,1,False
2023,1343947,MICT v JSK,JSK,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,GF Linde,George Linde,4.0,0,25,2,6.25,14,3,0,1,0,False
2023,1343947,MICT v JSK,JSK,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,SM Curran,Sam Curran,2.0,0,21,0,10.5,5,2,1,0,2,False
2023,1343947,MICT v JSK,JSK,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,K Rabada,Kagiso Rabada,4.0,0,12,2,3.0,12,0,0,0,0,False
2023,1343947,MICT v JSK,JSK,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,Waqar Salamkheil,Waqar Salamkheil,4.0,0,19,1,4.75,11,0,0,1,0,False
2023,1343947,MICT v JSK,JSK,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,Rashid Khan,Rashid Khan,4.0,0,18,2,4.5,14,2,0,0,1,True
2023,1343947,MICT v JSK,JSK,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,OF Smith,Odean Smith,2.0,0,10,2,5.0,6,0,0,3,0,False
2023,1343947,MICT v JSK,JSK,MICT,JSK,"Newlands, Cape Town",Cape Town,South Africa,2,GHS Garton,George Garton,2.0,0,13,0,6.5,4,1,0,1,0,False
2023,1343947,MICT v JSK,JSK,MICT,JSK,"Newlands, Cape Town",Cape Town,South Africa,2,AS Joseph,Alzarri Joseph,4.0,0,26,0,6.5,10,2,0,3,0,False
2023,1343947,MICT v JSK,JSK,MICT,JSK,"Newlands, Cape Town",Cape Town,South Africa,2,G Coetzee,Gerald Coetzee,4.0,0,24,2,6.0,13,2,1,0,0,False
2023,1343947,MICT v JSK,JSK,MICT,JSK,"Newlands, Cape Town",Cape Town,South Africa,2,AM Phangiso,Aaron Phangiso,4.0,0,23,0,5.75,12,0,2,0,0,False
2023,1343947,MICT v JSK,JSK,MICT,JSK,"Newlands, Cape Town",Cape Town,South Africa,2,RR Hendricks,Reeza Hendricks,1.0,0,2,0,2.0,4,0,0,0,0,False
2023,1343947,MICT v JSK,JSK,MICT,JSK,"Newlands, Cape Town",Cape Town,South Africa,2,R Shepherd,Romario Shepherd,1.2,0,14,1,10.5,3,1,1,1,0,False
2023,1343946,PC v SEC,PC,SEC,SEC,"SuperSport Park, Centurion",Centurion,South Africa,1,JT Smuts,JJ Smuts,2.0,0,32,0,16.0,4,3,3,0,0,False
2023,1343946,PC v SEC,PC,SEC,SEC,"SuperSport Park, Centurion",Centurion,South Africa,1,SSB Magala,Sisanda Magala,4.0,0,28,2,7.0,11,1,2,1,0,False
2023,1343946,PC v SEC,PC,SEC,SEC,"SuperSport Park, Centurion",Centurion,South Africa,1,M Jansen,Marco Jansen,4.0,0,31,1,7.75,10,2,2,0,0,False
2023,1343946,PC v SEC,PC,SEC,SEC,"SuperSport Park, Centurion",Centurion,South Africa,1,BA Carse,Brydon Carse,3.0,0,43,1,14.33,7,2,5,0,1,False
2023,1343946,PC v SEC,PC,SEC,SEC,"SuperSport Park, Centurion",Centurion,South Africa,1,JK Fuller,James Fuller,3.0,0,34,0,11.33,6,3,2,2,0,False
2023,1343946,PC v SEC,PC,SEC,SEC,"SuperSport Park, Centurion",Centurion,South Africa,1,OEG Baartman,Ottniel Baartman,4.0,0,42,2,10.5,8,4,2,2,0,False
2023,1343946,PC v SEC,PC,SEC,PC,"SuperSport Park, Centurion",Centurion,South Africa,2,E Bosch,Eathan Bosch,4.0,0,33,1,8.25,9,4,1,0,0,False
2023,1343946,PC v SEC,PC,SEC,PC,"SuperSport Park, Centurion",Centurion,South Africa,2,WD Parnell,Wayne Parnell,3.0,0,20,2,6.66,9,2,1,0,0,True
2023,1343946,PC v SEC,PC,SEC,PC,"SuperSport Park, Centurion",Centurion,South Africa,2,A Nortje,Anrich Nortje,4.0,0,37,1,9.25,8,4,1,0,1,False
2023,1343946,PC v SEC,PC,SEC,PC,"SuperSport Park, Centurion",Centurion,South Africa,2,M Pretorius,Migael Pretorius,3.0,0,28,0,9.33,5,3,1,1,0,False
2023,1343946,PC v SEC,PC,SEC,PC,"SuperSport Park, Centurion",Centurion,South Africa,2,AU Rashid,Adil Rashid,4.0,0,46,2,11.5,4,2,4,0,0,False
2023,1343946,PC v SEC,PC,SEC,PC,"SuperSport Park, Centurion",Centurion,South Africa,2,JDS Neesham,James Neesham,2.0,0,13,1,6.5,1,0,0,0,0,False
2023,1343945,MICT v DSG,MICT,DSG,DSG,"Newlands, Cape Town",Cape Town,South Africa,1,KR Mayers,Kyle Mayers,2.0,0,10,1,5.0,7,1,0,1,0,False
2023,1343945,MICT v DSG,MICT,DSG,DSG,"Newlands, Cape Town",Cape Town,South Africa,1,RJW Topley,Reece Topley,3.0,0,27,2,9.0,10,1,2,1,0,False
2023,1343945,MICT v DSG,MICT,DSG,DSG,"Newlands, Cape Town",Cape Town,South Africa,1,GC Viljoen,Hardus Viljoen,3.0,0,30,2,10.0,9,3,2,1,0,False
2023,1343945,MICT v DSG,MICT,DSG,DSG,"Newlands, Cape Town",Cape Town,South Africa,1,JO Holder,Jason Holder,4.0,0,27,1,6.75,9,2,1,0,0,False
2023,1343945,MICT v DSG,MICT,DSG,DSG,"Newlands, Cape Town",Cape Town,South Africa,1,P Subrayen,Prenelan Subrayen,4.0,0,29,2,7.25,11,0,3,0,0,False
2023,1343945,MICT v DSG,MICT,DSG,DSG,"Newlands, Cape Town",Cape Town,South Africa,1,KA Maharaj,Keshav Maharaj,4.0,0,27,0,6.75,12,0,2,1,0,False
2023,1343945,MICT v DSG,MICT,DSG,MICT,"Newlands, Cape Town",Cape Town,South Africa,2,SM Curran,Sam Curran,2.0,0,14,0,7.0,5,2,0,0,0,False
2023,1343945,MICT v DSG,MICT,DSG,MICT,"Newlands, Cape Town",Cape Town,South Africa,2,JC Archer,Jofra Archer,3.0,0,31,0,10.33,7,3,2,0,0,False
2023,1343945,MICT v DSG,MICT,DSG,MICT,"Newlands, Cape Town",Cape Town,South Africa,2,OP Stone,Olly Stone,3.3,0,28,4,8.0,11,2,2,1,0,False
2023,1343945,MICT v DSG,MICT,DSG,MICT,"Newlands, Cape Town",Cape Town,South Africa,2,Rashid Khan,Rashid Khan,3.0,0,33,0,11.0,6,3,2,2,0,True
2023,1343945,MICT v DSG,MICT,DSG,MICT,"Newlands, Cape Town",Cape Town,South Africa,2,GF Linde,George Linde,3.0,0,20,1,6.66,7,1,1,0,0,False
2023,1343945,MICT v DSG,MICT,DSG,MICT,"Newlands, Cape Town",Cape Town,South Africa,2,D Jansen,Duan Jansen,2.0,0,19,0,9.5,4,3,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,PR,"Boland Park, Paarl",Paarl,South Africa,1,BC Fortuin,Bjorn Fortuin,4.0,0,16,3,4.0,11,1,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,PR,"Boland Park, Paarl",Paarl,South Africa,1,L Ngidi,Lungi Ngidi,4.0,0,13,1,3.25,18,2,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,PR,"Boland Park, Paarl",Paarl,South Africa,1,E Jones,Evan Jones,2.2,0,21,3,9.0,5,1,1,2,0,False
2023,1343944,PR v JSK,JSK,PR,PR,"Boland Park, Paarl",Paarl,South Africa,1,T Shamsi,Tabraiz Shamsi,1.0,0,4,1,4.0,3,0,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,PR,"Boland Park, Paarl",Paarl,South Africa,1,FD Adams,Ferisco Adams,3.0,0,14,2,4.66,12,2,0,1,0,False
2023,1343944,PR v JSK,JSK,PR,PR,"Boland Park, Paarl",Paarl,South Africa,1,WJ Lubbe,Wihan Lubbe,3.0,0,12,0,4.0,8,0,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,JSK,"Boland Park, Paarl",Paarl,South Africa,2,GHS Garton,George Garton,2.0,0,15,1,7.5,7,3,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,JSK,"Boland Park, Paarl",Paarl,South Africa,2,AS Joseph,Alzarri Joseph,3.0,0,14,0,4.66,10,1,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,JSK,"Boland Park, Paarl",Paarl,South Africa,2,LB Williams,Lizaad Williams,2.0,0,23,0,11.5,3,4,0,0,1,False
2023,1343944,PR v JSK,JSK,PR,JSK,"Boland Park, Paarl",Paarl,South Africa,2,R Shepherd,Romario Shepherd,1.0,0,10,1,10.0,2,2,0,0,0,False
2023,1343944,PR v JSK,JSK,PR,JSK,"Boland Park, Paarl",Paarl,South Africa,2,AM Phangiso,Aaron Phangiso,2.0,0,15,1,7.5,5,0,1,0,0,False
2023,1343944,PR v JSK,JSK,PR,JSK,"Boland Park, Paarl",Paarl,South Africa,2,L Gregory,Lewis Gregory,0.3,0,5,0,10.0,1,1,0,0,0,False
2023,1343943,SEC v PC,PC,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,M Jansen,Marco Jansen,3.0,0,31,1,10.33,6,4,0,1,0,False
2023,1343943,SEC v PC,PC,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,SSB Magala,Sisanda Magala,4.0,0,35,1,8.75,9,4,1,0,0,False
2023,1343943,SEC v PC,PC,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,OEG Baartman,Ottniel Baartman,3.0,0,45,2,15.0,5,4,3,1,0,False
2023,1343943,SEC v PC,PC,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,JK Fuller,James Fuller,3.0,0,25,0,8.33,6,2,1,0,0,False
2023,1343943,SEC v PC,PC,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,MS Crane,Mason Crane,3.0,0,25,0,8.33,4,3,0,0,0,False
2023,1343943,SEC v PC,PC,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,AK Markram,Aiden Markram,2.0,0,17,2,8.5,6,2,0,1,0,True
2023,1343943,SEC v PC,PC,SEC,SEC,"St George's Park, Gqeberha",Gqeberha,South Africa,1,JT Smuts,JJ Smuts,2.0,0,12,0,6.0,4,1,0,0,0,False
2023,1343943,SEC v PC,PC,SEC,PC,"St George's Park, Gqeberha",Gqeberha,South Africa,2,E Bosch,Eathan Bosch,4.0,0,27,0,6.75,14,2,2,0,0,False
2023,1343943,SEC v PC,PC,SEC,PC,"St George's Park, Gqeberha",Gqeberha,South Africa,2,WD Parnell,Wayne Parnell,4.0,1,38,1,9.5,10,3,2,0,0,True
2023,1343943,SEC v PC,PC,SEC,PC,"St George's Park, Gqeberha",Gqeberha,South Africa,2,A Nortje,Anrich Nortje,4.0,1,18,2,4.5,15,3,0,0,0,False
2023,1343943,SEC v PC,PC,SEC,PC,"St George's Park, Gqeberha",Gqeberha,South Africa,2,JDS Neesham,James Neesham,4.0,0,38,1,9.5,6,4,1,1,0,False
2023,1343943,SEC v PC,PC,SEC,PC,"St George's Park, Gqeberha",Gqeberha,South Africa,2,AU Rashid,Adil Rashid,4.0,0,47,1,11.75,6,4,3,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,DSG,"Kingsmead, Durban",Durban,South Africa,1,KR Mayers,Kyle Mayers,1.0,0,3,0,3.0,3,0,0,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,DSG,"Kingsmead, Durban",Durban,South Africa,1,KA Maharaj,Keshav Maharaj,4.0,0,23,1,5.75,8,2,0,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,DSG,"Kingsmead, Durban",Durban,South Africa,1,D Pretorius,Dwaine Pretorius,4.0,0,47,1,11.75,9,6,2,3,0,False
2023,1343942,DSG v JSK,JSK,DSG,DSG,"Kingsmead, Durban",Durban,South Africa,1,A Dananjaya,Akila Dananjaya,4.0,0,39,1,9.75,6,3,2,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,DSG,"Kingsmead, Durban",Durban,South Africa,1,P Subrayen,Prenelan Subrayen,3.0,0,26,2,8.66,6,2,1,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,DSG,"Kingsmead, Durban",Durban,South Africa,1,KMA Paul,Keemo Paul,2.0,0,28,0,14.0,4,2,2,2,0,False
2023,1343942,DSG v JSK,JSK,DSG,DSG,"Kingsmead, Durban",Durban,South Africa,1,JO Holder,Jason Holder,2.0,0,23,1,11.5,3,1,2,1,0,False
2023,1343942,DSG v JSK,JSK,DSG,JSK,"Kingsmead, Durban",Durban,South Africa,2,GHS Garton,George Garton,1.0,0,12,0,12.0,2,1,1,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,JSK,"Kingsmead, Durban",Durban,South Africa,2,AS Joseph,Alzarri Joseph,4.0,0,30,2,7.5,10,1,2,0,1,False
2023,1343942,DSG v JSK,JSK,DSG,JSK,"Kingsmead, Durban",Durban,South Africa,2,RR Hendricks,Reeza Hendricks,4.0,0,14,0,3.5,10,0,0,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,JSK,"Kingsmead, Durban",Durban,South Africa,2,R Shepherd,Romario Shepherd,1.0,0,9,0,9.0,3,2,0,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,JSK,"Kingsmead, Durban",Durban,South Africa,2,MP Siboto,Malusi Siboto,2.0,0,39,1,19.5,2,0,5,3,1,False
2023,1343942,DSG v JSK,JSK,DSG,JSK,"Kingsmead, Durban",Durban,South Africa,2,D Ferreira,Donovan Ferreira,4.0,0,28,1,7.0,5,3,0,0,0,False
2023,1343942,DSG v JSK,JSK,DSG,JSK,"Kingsmead, Durban",Durban,South Africa,2,AM Phangiso,Aaron Phangiso,4.0,0,37,1,9.25,6,1,3,0,0,False
2023,1343941,MICT v PR,PR,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,GF Linde,George Linde,2.0,0,17,0,8.5,5,3,0,1,0,False
2023,1343941,MICT v PR,PR,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,SM Curran,Sam Curran,3.0,0,23,0,7.66,6,0,2,0,0,False
2023,1343941,MICT v PR,PR,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,JC Archer,Jofra Archer,4.0,1,27,3,6.75,12,2,1,0,1,False
2023,1343941,MICT v PR,PR,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,Rashid Khan,Rashid Khan,4.0,0,28,0,7.0,7,3,0,0,0,True
2023,1343941,MICT v PR,PR,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,D Jansen,Duan Jansen,3.0,0,16,1,5.33,8,1,0,2,0,False
2023,1343941,MICT v PR,PR,MICT,MICT,"Newlands, Cape Town",Cape Town,South Africa,1,OP Stone,Olly Stone,4.0,0,31,2,7.75,12,5,0,3,0,False
2023,1343941,MICT v PR,PR,MICT,PR,"Newlands, Cape Town",Cape Town,South Africa,2,Codi Yusuf,Codi Yusuf,3.0,0,33,1,11.0,7,4,2,0,0,False
2023,1343941,MICT v PR,PR,MICT,PR,"Newlands, Cape Town",Cape Town,South Africa,2,BC Fortuin,Bjorn Fortuin,3.3,0,23,0,6.57,6,1,1,0,0,False
2023,1343941,MICT v PR,PR,MICT,PR,"Newlands, Cape Town",Cape Town,South Africa,2,RR Simmonds,Ramon Simmonds,3.0,0,32,1,10.66,8,4,2,0,0,False
2023,1343941,MICT v PR,PR,MICT,PR,"Newlands, Cape Town",Cape Town,South Africa,2,FD Adams,Ferisco Adams,3.0,0,22,0,7.33,7,0,2,0,0,False
2023,1343941,MICT v PR,PR,MICT,PR,"Newlands, Cape Town",Cape Town,South Africa,2,T Shamsi,Tabraiz Shamsi,3.0,0,31,0,10.33,2,1,2,1,0,False
